PC1,PC2,PC3,variables
1.9873916240250384,0.7108398134900912,-0.9094098915286736,tempMean_survey_year
0.3615033064452788,2.145717220466825,-0.73976890156248,tempSpring_survey_year
2.206153333284988,0.5583636809385863,-0.32118924070080457,tempSummer_survey_year
1.7472564385626093,-0.22932522088969257,1.4753135054838644,tempAutumn_survey_year
1.6392035020939624,-1.3440547361145265,-0.8880167811188648,tempWinter_survey_year
-0.25127724420642344,2.284332987463876,-0.026974199266633126,precMean_survey_year
0.24041962081099988,2.113473840182012,0.8703285536468913,precSpring_survey_year
-2.2810923984950477,-0.07087334339498201,-0.2713659839069513,precSummer_survey_year
-2.116229574019151,0.33299250109563233,-0.8323060991957831,precAutumn_survey_year
2.2588101474494655,-0.09184809340522063,-0.41398756504860756,precWinter_survey_year
5.602449574662485,3.2354004200622524,1.1621500052752547,Eigenvalue
0.5602449574662489,0.32354004200622555,0.11621500052752558,Proportion Explained
0.5602449574662489,0.8837849994724745,1,Cumulative Proportion
